Calendar_Year,Sector_General,Sector_Detail1,Sector_Detail2,Sector_GPC,Sector_GPC_Detail,Commodity_Type,Emissions_mtCO2e,Biogenic_Emissions_mtCO2e,Quantity,Quantity_Units
2020,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,66764.06,0.00,1205273.91,Therm
2020,Municipal,Municipal Buildings,PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,19775.30,0.00,356998.23,Therm
2020,Buildings,Commercial & Industrial,PG&E District Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,65.91,0.00,1189.93,Therm
2020,Buildings,Residential,PG&E Residential,Stationary,Residential Buildings,Electricity,5092.45,0.00,69320135.00,kWh
2020,Buildings,Residential,CleanPowerSF Residential Green Product,Stationary,Residential Buildings,Electricity,48442.30,0.00,2701095980.00,kWh
2020,Buildings,Residential,CleanPowerSF Residential SuperGreen Product,Stationary,Residential Buildings,Electricity,0.00,0.00,134908570.00,kWh
2020,Buildings,Residential,PG&E Residential Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,858.93,0.00,3673967.16,kWh
2020,Buildings,Residential,CleanPowerSF Residential Green Product Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,2049.11,0.00,114256360.00,kWh
2020,Buildings,Residential,CleanPowerSF Residential SuperGreen Product Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,0.00,0.00,5706632.51,kWh
2020,Buildings,Commercial & Industrial,PG&E Commercial & Industrial,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,47680.58,0.00,649044218.00,kWh
2020,Buildings,Direct Access,PG&E Direct Access,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,79191.69,0.00,338731612.20,kWh
2020,Buildings,Commercial & Industrial,PG&E District,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,3042.85,0.00,41420277.37,kWh
2020,Municipal,Municipal Buildings,PG&E Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,125.89,0.00,1713696.00,kWh
2020,Municipal,Municipal Buildings,SFPUC Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,951085560.00,kWh
2020,Buildings,Commercial & Industrial,CleanPowerSF Commercial Green Product,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,1498.21,0.00,83539020.00,kWh
2020,Buildings,Commercial & Industrial,CleanPowerSF Commercial SuperGreen Product,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,4172430.00,kWh
2020,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,8042.18,0.00,34399343.55,kWh
2020,Buildings,Commercial & Industrial,PG&E Direct Access Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,4197.16,0.00,17952775.45,kWh
2020,Buildings,Commercial & Industrial,PG&E District Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,513.23,0.00,2195274.70,kWh
2020,Municipal,Municipal Buildings,PG&E Municipal Buildings Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,21.23,0.00,90825.89,kWh
2020,Buildings,Commercial & Industrial,CleanPowerSF Commercial Green Product Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,79.41,0.00,4427568.06,kWh
2020,Buildings,Commercial & Industrial,CleanPowerSF Commercial SuperGreen Product Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,221138.79,kWh
2020,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,Diesel,33.98,0.00,3326.84,gallons
2020,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,CNG,0.00,0.00,0.00,gallons
2020,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,Gasoline,282.87,0.00,32191.25,gallons
2020,Transportation,Public Transportation,Bus - Golden Gate Transit,Transportation,On-Road Transportation - Golden Gate Transit Buses,Diesel,0.00,0.00,0.00,gallons
2020,Transportation,Cars & Trucks,Cars & Trucks,Transportation,On-road Transportation - Cars and Trucks,Gasoline,1207853.49,0.00,2911970312.00,miles
2020,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Gasoline,17021.06,0.00,1896886.00,gallons
2020,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Diesel,0.75,0.00,72.00,gallons
2020,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,CNG,172.03,0.00,27837.00,gallons
2020,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Propane,69.58,0.00,12179.00,gallons
2020,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Gasoline,2147.85,0.00,238973.00,gallons
2020,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Diesel,430.13,0.00,41731.00,gallons
2020,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Diesel,0.00,0.00,0.00,gallons
2020,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,CNG,3.33,0.00,524.00,gallons
2020,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Electricity,0.00,0.00,59471580.00,kWh
2020,Transportation,Public Transportation,Rail - Caltrain,Transportation,Railways - Caltrain,Diesel,13831.23,0.00,1342848.03,gallons
2020,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit Traction,Electricity,0.00,0.00,184676467.60,kWh
2020,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit Other Power Contracts,Electricity,0.00,0.00,51063643.81,kWh
2020,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit PG&E,Electricity,44.16,0.00,601071.63,kWh
2020,Transportation,Public Transportation,Ferry,Transportation,Waterborne Navigation - Ferry,Diesel,7648.22,0.00,738957.73,gallons
2020,Transportation,Public Transportation,Ferry,Transportation,Waterborne Navigation - Ferry,Diesel,0.00,0.00,0.00,gallons
2020,Transportation,Diesel - Ships and Boats (non-Ferry),Diesel - Ships and Boats (non-Ferry),Transportation,Waterborne Navigation - non-Ferry,Diesel,407242.10,0.00,0.00,mtCO2e
2020,Buildings,Residential,PG&E Residential Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,190338.83,0.00,3436136.42,Therm
2020,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,99961.66,0.00,1804581.38,Therm
2020,Municipal,Municipal Buildings,PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,29608.32,0.00,534511.16,Therm
2020,Buildings,Commercial & Industrial,PG&E District Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,98.69,0.00,1781.61,Therm
2020,Wastewater,Wastewater (Digester Gas),Wastewater (Digester Gas),Stationary,Commercial & Institutional Buildings and Facilities,Sludge gas,106.82,21681.32,416388.00,MMBTU
2020,Transportation,Public Transportation,Bus - Golden Gate Transit,Transportation,On-Road Transportation - Golden Gate Transit Buses,Renewable Diesel,51.65,4909.11,485670.50,gallons
2020,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Renewable CNG,62.99,2863.27,473523.00,gallons
2020,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Renewable Diesel,304.95,13861.42,1481633.00,gallons
2020,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Renewable Diesel,398.95,35096.70,3751451.00,gallons
2020,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Renewable CNG,124.98,2435.01,402698.00,gallons
2020,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Renewable Diesel,2.76,256.76,25402.00,gallons
2020,Transportation,Public Transportation,Ferry,Transportation,Waterborne Navigation - Ferry,Diesel,,,0.00,mtCO2e
2020,Transportation,Public Transportation,Ferry,Transportation,Waterborne Navigation - Ferry,Renewable Diesel,2.40,126.35,12500.00,gallons
